JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2455437.42708,14.894,0.090,,V,CMD,,ENSEMBLE,205150.1+440521,SKYMAP PRO,,0,,Z,,12.471,,VSX J205126.1+440523,BAA-VSS,STD,,,,
2455437.42993,14.974,0.085,,V,CMD,,ENSEMBLE,205150.1+440521,SKYMAP PRO,,0,,Z,,12.456,,VSX J205126.1+440523,BAA-VSS,STD,,,,
2455437.43278,15.035,0.087,,V,CMD,,ENSEMBLE,205150.1+440521,SKYMAP PRO,,0,,Z,,12.456,,VSX J205126.1+440523,BAA-VSS,STD,,,,
2455437.43561,15.122,0.126,,V,CMD,,ENSEMBLE,205150.1+440521,SKYMAP PRO,,0,,Z,,12.492,,VSX J205126.1+440523,BAA-VSS,STD,,,,
2455437.43846,14.814,0.077,,V,CMD,,ENSEMBLE,205150.1+440521,SKYMAP PRO,,0,,Z,,12.470,,VSX J205126.1+440523,BAA-VSS,STD,,,,
2455437.44131,14.931,0.082,,V,CMD,,ENSEMBLE,205150.1+440521,SKYMAP PRO,,0,,Z,,12.477,,VSX J205126.1+440523,BAA-VSS,STD,,,,
2455437.44414,14.971,0.111,,V,CMD,,ENSEMBLE,205150.1+440521,SKYMAP PRO,,0,,Z,,12.478,,VSX J205126.1+440523,BAA-VSS,STD,,,,
2455437.44699,14.922,0.093,,V,CMD,,ENSEMBLE,205150.1+440521,SKYMAP PRO,,0,,Z,,12.488,,VSX J205126.1+440523,BAA-VSS,STD,,,,
2455437.44984,15.007,0.103,,V,CMD,,ENSEMBLE,205150.1+440521,SKYMAP PRO,,0,,Z,,12.463,,VSX J205126.1+440523,BAA-VSS,STD,,,,
2455437.45267,14.917,0.104,,V,CMD,,ENSEMBLE,205150.1+440521,SKYMAP PRO,,0,,Z,,12.467,,VSX J205126.1+440523,BAA-VSS,STD,,,,
2455437.566308,13.891,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.079,Z,8.995,13.157,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.566956,13.951,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.078,Z,8.970,13.141,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.567616,13.953,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.077,Z,8.930,13.138,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.568275,13.935,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.075,Z,8.976,13.134,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.568935,13.934,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.074,Z,8.976,13.155,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.569606,13.927,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.073,Z,8.978,13.127,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.570266,13.935,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.072,Z,8.966,13.134,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.570914,13.927,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.070,Z,8.978,13.151,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.571574,13.960,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.069,Z,8.934,13.124,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.572234,13.904,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.068,Z,8.973,13.129,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.572882,13.927,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.067,Z,8.954,13.102,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.57353,13.927,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.066,Z,8.965,13.142,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.574271,13.908,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.064,Z,8.978,13.133,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.574931,13.887,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.063,Z,8.980,13.151,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.57559,13.925,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.062,Z,8.974,13.149,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.576262,13.940,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.061,Z,8.985,13.156,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.576921,13.914,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.060,Z,8.976,13.108,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.577569,13.928,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.059,Z,8.968,13.135,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.578229,13.915,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.058,Z,8.959,13.135,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.578889,13.971,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.057,Z,8.930,13.116,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.579525,13.924,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.056,Z,8.974,13.141,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.580185,13.938,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.055,Z,8.971,13.147,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.580845,13.947,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.054,Z,8.959,13.140,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.581493,13.915,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.053,Z,8.966,13.146,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.582153,13.928,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.052,Z,8.972,13.136,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.582801,13.927,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.051,Z,8.967,13.133,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.583472,13.899,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.050,Z,8.970,13.150,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.584132,13.996,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.049,Z,8.899,13.124,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.584803,13.947,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.048,Z,8.961,13.144,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.585451,13.949,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.047,Z,8.950,13.130,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.586111,13.911,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.046,Z,8.949,13.133,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.586759,13.928,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.045,Z,8.963,13.153,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.587419,13.924,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.044,Z,8.959,13.133,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.588079,13.941,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.043,Z,8.953,13.112,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.588727,13.931,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.042,Z,8.946,13.133,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.589387,13.965,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.041,Z,8.932,13.106,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.590058,14.035,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.040,Z,8.894,13.129,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.590787,13.930,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.039,Z,8.961,13.117,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.591435,13.927,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.039,Z,8.956,13.142,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.592095,13.925,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.038,Z,8.954,13.133,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.592755,13.910,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.037,Z,8.960,13.110,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.593391,13.915,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.036,Z,8.956,13.153,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.594051,13.950,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.035,Z,8.949,13.112,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.594711,13.916,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.034,Z,8.932,13.117,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.595359,14.016,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.034,Z,8.869,13.116,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.596007,13.938,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.033,Z,8.943,13.134,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.596667,13.938,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.032,Z,8.939,13.133,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.597419,13.943,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.031,Z,8.940,13.129,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.598067,13.902,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.031,Z,8.947,13.109,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.598715,13.931,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.030,Z,8.947,13.126,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.599375,13.930,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.029,Z,8.941,13.112,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.600023,13.943,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.028,Z,8.936,13.098,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.60066,13.925,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.028,Z,8.936,13.132,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.601319,13.938,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.027,Z,8.929,13.130,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.601968,13.913,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.026,Z,8.926,13.134,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.602616,13.931,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.026,Z,8.926,13.125,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.603356,13.923,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.025,Z,8.934,13.098,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.604016,13.938,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.024,Z,8.933,13.106,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.604676,13.948,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.024,Z,8.932,13.113,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.605324,13.931,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.023,Z,8.931,13.108,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.605984,13.945,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.022,Z,8.917,13.114,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.606632,13.963,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.022,Z,8.892,13.098,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.607292,13.953,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.021,Z,8.931,13.127,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.607951,13.943,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.021,Z,8.931,13.142,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.608611,13.919,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.020,Z,8.935,13.102,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.609259,13.947,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.020,Z,8.927,13.090,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.609919,13.960,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.019,Z,8.934,13.146,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.610579,13.946,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.018,Z,8.928,13.113,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.611238,13.953,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.018,Z,8.925,13.123,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.611898,13.985,0.008,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.017,Z,8.873,13.112,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.612546,13.946,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.017,Z,8.932,13.104,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.613206,13.941,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.016,Z,8.928,13.100,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.613866,13.937,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.016,Z,8.931,13.088,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.614502,13.941,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.015,Z,8.932,13.114,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.615231,13.931,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.015,Z,8.948,13.134,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.615903,13.925,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.015,Z,8.931,13.123,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.616551,13.917,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.014,Z,8.941,13.139,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.617211,13.926,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.014,Z,8.929,13.122,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.617882,13.932,0.008,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.013,Z,8.928,13.110,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.618542,13.928,0.008,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.013,Z,8.918,13.104,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.61905,14.863,0.054,,V,MZK,,ENSEMBLE,117,2809EKM,,0,1.002,Z,,11.702,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.61919,13.945,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.012,Z,8.910,13.108,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.619838,13.954,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.012,Z,8.921,13.107,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.620498,13.949,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.012,Z,8.920,13.124,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.621146,13.949,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.011,Z,8.923,13.119,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.621794,13.945,0.008,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.011,Z,8.922,13.118,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.622454,13.930,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.011,Z,8.922,13.110,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.623102,13.964,0.008,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.010,Z,8.901,13.136,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.623831,13.929,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.010,Z,8.936,13.099,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.624502,13.947,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.009,Z,8.922,13.102,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.625162,13.938,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.009,Z,8.934,13.087,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.625822,13.942,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.009,Z,8.923,13.097,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.62647,13.946,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.009,Z,8.931,13.135,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.62713,13.935,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.008,Z,8.929,13.094,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.627778,13.944,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.008,Z,8.936,13.120,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.628414,13.954,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.008,Z,8.917,13.122,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.629074,13.951,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.007,Z,8.932,13.120,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.629722,13.927,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.007,Z,8.935,13.124,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.630394,13.924,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.007,Z,8.932,13.116,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.631042,13.922,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.007,Z,8.942,13.141,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.631701,13.931,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.007,Z,8.938,13.144,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.63235,13.931,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.006,Z,8.938,13.112,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.632998,13.933,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.006,Z,8.930,13.127,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.633657,13.940,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.006,Z,8.934,13.145,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.634306,14.027,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.006,Z,8.872,13.114,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.634977,13.961,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.006,Z,8.936,13.122,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.635648,13.959,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.945,13.129,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.636308,13.930,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.942,13.141,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.636956,13.947,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.929,13.129,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.637604,13.935,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.934,13.099,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.638264,13.936,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.932,13.142,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.638981,13.956,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.937,13.143,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.63963,13.980,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.900,13.129,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.640289,13.946,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.930,13.147,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.640938,13.940,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.947,13.158,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.641586,13.944,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.940,13.098,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.642257,13.939,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.944,13.146,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.642905,13.912,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.941,13.140,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.643576,13.933,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.940,13.135,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.644236,13.966,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.931,13.127,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.644884,13.939,0.008,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.939,13.132,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.645532,14.032,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.890,13.133,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.646181,13.960,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.937,13.132,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.64684,13.959,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.931,13.133,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.647488,13.920,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.943,13.121,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.648148,13.963,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.917,13.121,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.648796,13.953,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.934,13.120,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.649456,13.921,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.943,13.121,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.650116,13.929,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.931,13.146,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.650764,14.009,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.898,13.157,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.651424,13.944,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.942,13.113,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.652072,13.956,0.010,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.004,Z,8.942,13.155,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.652708,13.985,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.925,13.117,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.65338,13.961,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.936,13.135,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.654039,13.919,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.948,13.167,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.65478,13.938,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.947,13.151,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.65544,13.930,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.948,13.153,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.656111,13.933,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.947,13.138,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.656759,14.008,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.896,13.158,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.657431,13.942,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.005,Z,8.953,13.152,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.658079,13.940,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.006,Z,8.947,13.147,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.658738,13.943,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.006,Z,8.940,13.131,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.659387,13.948,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.006,Z,8.949,13.163,,VSX J205126.1+440523,AAVSO,STD,,,,
2455437.660023,13.942,0.009,,CV,BRIC,,000-BMC-653,3UC269-197727,2878GB,,0,1.006,Z,8.949,13.159,,VSX J205126.1+440523,AAVSO,STD,,,,
